player_id,player_name,team,position,headshot_url,entry_year,team_abbr,draft_number,team_logo_espn,team_league_logo,team_color,team_color2,offense_snaps,season,fantasy_points_ppr,games,attempts,passing_epa,carries,rushing_epa,receiving_epa,merge_name
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,8.0,2012,0.06000000000000005,2,3,-4.023541818372905,2,0.09115712973289192,0.0,kellclemen
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,554.0,2013,85.32000000000001,10,242,-16.929046157055645,23,-10.638046854641289,0.0,kellclemen
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,15.0,2014,0.4,1,3,-3.404492739122361,0,0.0,0.0,kellclemen
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,15.0,2015,6.42,2,6,7.164608395018149,1,-2.759695809916593,0.0,kellclemen
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,5.0,2016,-0.1,1,1,-0.9599702777341008,2,-2.0374827102641575,0.0,kellclemen
00-0024264,Kellen Clemens,SD,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pxungqbhh61ov73tzaxk",2006,SD,230,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#007BC7,#ffc20e,36.0,2017,-1.0599999999999998,3,8,-9.740795278106816,5,-2.1860272422782145,0.0,kellclemen
00-0024267,Greg Jennings,GB,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiemkcfkc893pfova8xv",2006,GB,9,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,514.0,2012,96.6,8,0,0.0,0,0.0,5.798703784130597,gregjennin
00-0024267,Greg Jennings,GB,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiemkcfkc893pfova8xv",2006,GB,9,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,742.0,2013,172.4,15,0,0.0,0,0.0,7.93887994242268,gregjennin
00-0024267,Greg Jennings,GB,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiemkcfkc893pfova8xv",2006,GB,9,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,874.0,2014,169.20000000000002,16,0,0.0,0,0.0,27.939702162216207,gregjennin
00-0024267,Greg Jennings,GB,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiemkcfkc893pfova8xv",2006,GB,9,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#203731,#FFB612,308.0,2015,45.8,12,0,0.0,0,0.0,-3.4470808319699815,gregjennin
00-0024268,Anthony Fasano,KC,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twcrap9uhjbazmplq5x3",2006,KC,182,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#E31837,#FFB612,900.0,2012,106.2,16,0,0.0,0,0.0,-7.528089360413449,anthfasano
00-0024268,Anthony Fasano,KC,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twcrap9uhjbazmplq5x3",2006,KC,182,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#E31837,#FFB612,576.0,2013,61.0,9,0,0.0,0,0.0,-0.6161068082428272,anthfasano
00-0024268,Anthony Fasano,KC,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twcrap9uhjbazmplq5x3",2006,KC,182,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#E31837,#FFB612,671.0,2014,71.6,14,0,0.0,0,0.0,12.411614984950814,anthfasano
00-0024268,Anthony Fasano,KC,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twcrap9uhjbazmplq5x3",2006,KC,182,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,https://raw.githubusercontent.com/nflverse/nflverse-pbp/master/NFL.png,#E31837,#FFB612,548.0,2015,66.9,14,0,0.0,0,0.0,8.92974630484241,anthfasano
